UserID,Genre,MovieInfo_RS,MovieInfo_LLM,Ratings_RS,Ratings_LLM,Rankings_RS,Rankings_LLM,RMSE_Ratings,MAE_Ratings,OverlapPercentage_Rankings,MAD_Ratings,RMSD_Ratings
67,['Action'],"[{'Movie': 'North by Northwest (1959)', 'Rank': 1, 'Rating': '4.68'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 2, 'Rating': '4.66'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': 3, 'Rating': '4.51'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': 4, 'Rating': '4.50'}, {'Movie': 'Yojimbo (1961)', 'Rank': 5, 'Rating': '4.44'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 6, 'Rating': '4.43'}, {'Movie': 'Laputa: Castle in the Sky (Tenk� no shiro Rapyuta) (1986)', 'Rank': 7, 'Rating': '4.42'}, {'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': 8, 'Rating': '4.40'}, {'Movie': 'Dark Knight Rises, The (2012)', 'Rank': 9, 'Rating': '4.39'}, {'Movie': 'Army of Darkness (1993)', 'Rank': 10, 'Rating': '4.38'}]","[{'Movie': 'North by Northwest (1959)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '5', 'Rating': '3.8'}, {'Movie': 'Dark Knight Rises, The (2012)', 'Rank': '6', 'Rating': '3.7'}, {'Movie': 'Yojimbo (1961)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '8', 'Rating': '3.3'}, {'Movie': 'Laputa: Castle in the Sky (Tenk� no shiro Rapyuta) (1986)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Army of Darkness (1993)', 'Rank': '10', 'Rating': '2.8'}]",[4.5  4.38 4.51 4.66 4.39 4.43 4.42 4.68 4.4  4.44],[4.2 2.8 4.  3.3 3.7 3.8 3.  4.5 4.3 3.5],[ 4 10  3  2  9  6  7  1  8  5],[ 3 10  4  8  6  5  9  1  2  7],0.92257791,0.771,20,0.771,0.92257791
68,['Action'],"[{'Movie': 'Yojimbo (1961)', 'Rank': 1, 'Rating': '4.40'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 2, 'Rating': '4.36'}, {'Movie': 'North by Northwest (1959)', 'Rank': 3, 'Rating': '4.23'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': 4, 'Rating': '4.22'}, {'Movie': 'Elite Squad (Tropa de Elite) (2007)', 'Rank': 5, 'Rating': '4.18'}, {'Movie': 'John Wick (2014)', 'Rank': 6, 'Rating': '4.18'}, {'Movie': ""Kelly's Heroes (1970)"", 'Rank': 7, 'Rating': '4.12'}, {'Movie': ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som spr�ngdes) (2009)"", 'Rank': 8, 'Rating': '4.07'}, {'Movie': 'Star Trek: First Contact (1996)', 'Rank': 9, 'Rating': '4.05'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 10, 'Rating': '4.05'}]","[{'Movie': 'Yojimbo (1961)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'John Wick (2014)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': '4', 'Rating': '4.5'}, {'Movie': 'Elite Squad (Tropa de Elite) (2007)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'North by Northwest (1959)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som spr�ngdes) (2009)"", 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Star Trek: First Contact (1996)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': ""Kelly's Heroes (1970)"", 'Rank': '10', 'Rating': '3.0'}]",[4.36 4.22 4.18 4.07 4.05 4.18 4.12 4.23 4.05 4.4 ],[3.  4.5 4.  4.  4.5 4.5 3.  4.  4.  4.5],[ 2  4  5  8 10  6  7  3  9  1],[ 9  4  5  7  3  2 10  6  8  1],0.599166087,0.416,30,0.416,0.599166087
69,['Action'],"[{'Movie': 'Yojimbo (1961)', 'Rank': 1, 'Rating': '4.88'}, {'Movie': 'Guardians of the Galaxy (2014)', 'Rank': 2, 'Rating': '4.87'}, {'Movie': 'Run Lola Run (Lola rennt) (1998)', 'Rank': 3, 'Rating': '4.87'}, {'Movie': 'North by Northwest (1959)', 'Rank': 4, 'Rating': '4.86'}, {'Movie': 'Dark Knight, The (2008)', 'Rank': 5, 'Rating': '4.85'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 6, 'Rating': '4.84'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': 7, 'Rating': '4.80'}, {'Movie': 'Outlaw Josey Wales, The (1976)', 'Rank': 8, 'Rating': '4.80'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 9, 'Rating': '4.75'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': 10, 'Rating': '4.75'}]","[{'Movie': 'The Dark Knight (2008)', 'Rank': '1', 'Rating': '4.7'}, {'Movie': 'Yojimbo (1961)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': '3', 'Rating': '4.6'}, {'Movie': 'The Good, the Bad and the Ugly (1966)', 'Rank': '4', 'Rating': '4.4'}, {'Movie': 'North by Northwest (1959)', 'Rank': '5', 'Rating': '4.3'}, {'Movie': 'Guardians of the Galaxy (2014)', 'Rank': '6', 'Rating': '4.2'}, {'Movie': 'The Great Escape (1963)', 'Rank': '7', 'Rating': '4.2'}, {'Movie': 'The Boondock Saints (2000)', 'Rank': '8', 'Rating': '4.1'}, {'Movie': 'Run Lola Run (Lola rennt) (1998)', 'Rank': '9', 'Rating': '4.0'}, {'Movie': 'The Outlaw Josey Wales (1976)', 'Rank': '10', 'Rating': '4.0'}]",[4.8  4.75 4.85 4.84 4.75 4.87 4.86 4.8  4.87 4.88],[4.6 4.2 4.3 4.  4.1 4.7 4.4 4.2 4.  4.5],[ 7 10  5  6  9  2  4  8  3  1],[ 3  6  5  9  8  1  4  7 10  2],0.57226742,0.527,20,0.527,0.57226742
70,['Action'],"[{'Movie': 'Blade Runner (1982)', 'Rank': 1, 'Rating': '4.55'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 2, 'Rating': '4.48'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 3, 'Rating': '4.47'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': 4, 'Rating': '4.46'}, {'Movie': 'North by Northwest (1959)', 'Rank': 5, 'Rating': '4.42'}, {'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': 6, 'Rating': '4.41'}, {'Movie': 'Fight Club (1999)', 'Rank': 7, 'Rating': '4.36'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 8, 'Rating': '4.34'}, {'Movie': 'Army of Darkness (1993)', 'Rank': 9, 'Rating': '4.34'}, {'Movie': 'Harry Potter and the Deathly Hallows: Part 2 (2011)', 'Rank': 10, 'Rating': '4.33'}]","[{'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': '1', 'Rating': '5.0'}, {'Movie': 'Blade Runner (1982)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '4', 'Rating': '4.5'}, {'Movie': 'Harry Potter and the Deathly Hallows: Part 2 (2011)', 'Rank': '5', 'Rating': '4.5'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'North by Northwest (1959)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Fight Club (1999)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Army of Darkness (1993)', 'Rank': '9', 'Rating': '4.0'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '10', 'Rating': '3.0'}]",[4.34 4.55 4.47 4.36 4.48 4.33 4.42 4.34 4.46 4.41],[4.  4.5 3.  4.  4.  4.5 4.  4.5 4.5 5. ],[ 9  1  3  7  2 10  5  8  4  6],[ 9  2 10  8  6  5  7  4  3  1],0.567415192,0.408,10,0.408,0.567415192
71,['Action'],"[{'Movie': 'Dark Knight, The (2008)', 'Rank': 1, 'Rating': '4.72'}, {'Movie': 'Fight Club (1999)', 'Rank': 2, 'Rating': '4.62'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': 3, 'Rating': '4.57'}, {'Movie': 'Inception (2010)', 'Rank': 4, 'Rating': '4.55'}, {'Movie': 'North by Northwest (1959)', 'Rank': 5, 'Rating': '4.55'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 6, 'Rating': '4.54'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': 7, 'Rating': '4.53'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': 8, 'Rating': '4.52'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 9, 'Rating': '4.51'}, {'Movie': 'Matrix, The (1999)', 'Rank': 10, 'Rating': '4.49'}]","[{'Movie': 'Dark Knight, The (2008)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Inception (2010)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'Fight Club (1999)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Matrix, The (1999)', 'Rank': '5', 'Rating': '3.8'}, {'Movie': 'North by Northwest (1959)', 'Rank': '6', 'Rating': '3.7'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '8', 'Rating': '3.3'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '10', 'Rating': '2.8'}]",[4.53 4.54 4.52 4.72 4.62 4.55 4.49 4.55 4.51 4.57],[3.  2.8 3.5 4.5 4.2 4.3 3.8 3.7 3.3 4. ],[ 7  6  8  1  2  4 10  5  9  3],[ 9 10  7  1  3  2  5  6  8  4],0.984063006,0.85,10,0.85,0.984063006
72,['Action'],"[{'Movie': 'Yojimbo (1961)', 'Rank': 1, 'Rating': '4.78'}, {'Movie': 'North by Northwest (1959)', 'Rank': 2, 'Rating': '4.76'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': 3, 'Rating': '4.71'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 4, 'Rating': '4.66'}, {'Movie': 'Dark Knight, The (2008)', 'Rank': 5, 'Rating': '4.66'}, {'Movie': 'Die Hard (1988)', 'Rank': 6, 'Rating': '4.65'}, {'Movie': 'Saving Private Ryan (1998)', 'Rank': 7, 'Rating': '4.61'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': 8, 'Rating': '4.60'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 9, 'Rating': '4.55'}, {'Movie': 'Aliens (1986)', 'Rank': 10, 'Rating': '4.54'}]","[{'Movie': 'Dark Knight, The (2008)', 'Rank': '5', 'Rating': '4.8'}, {'Movie': 'Aliens (1986)', 'Rank': '10', 'Rating': '4.7'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': '3', 'Rating': '4.7'}, {'Movie': 'Saving Private Ryan (1998)', 'Rank': '7', 'Rating': '4.6'}, {'Movie': 'Yojimbo (1961)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '9', 'Rating': '4.5'}, {'Movie': 'Die Hard (1988)', 'Rank': '6', 'Rating': '4.4'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '4', 'Rating': '4.3'}, {'Movie': 'North by Northwest (1959)', 'Rank': '2', 'Rating': '4.2'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': '8', 'Rating': '4.1'}]",[4.54 4.71 4.6  4.66 4.65 4.66 4.76 4.55 4.61 4.78],[4.7 4.7 4.1 4.8 4.4 4.3 4.2 4.5 4.6 4.5],[10  3  8  5  6  4  2  9  7  1],[10  3  8  5  6  4  2  9  7  1],0.296984848,0.232,100,0.232,0.296984848
73,['Action'],"[{'Movie': 'Apocalypse Now (1979)', 'Rank': 1, 'Rating': '4.93'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': 2, 'Rating': '4.93'}, {'Movie': 'Fight Club (1999)', 'Rank': 3, 'Rating': '4.90'}, {'Movie': 'Blade Runner (1982)', 'Rank': 4, 'Rating': '4.90'}, {'Movie': 'Army of Darkness (1993)', 'Rank': 5, 'Rating': '4.86'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 6, 'Rating': '4.86'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 7, 'Rating': '4.82'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 8, 'Rating': '4.81'}, {'Movie': 'North by Northwest (1959)', 'Rank': 9, 'Rating': '4.78'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': 10, 'Rating': '4.76'}]","[{'Movie': 'Apocalypse Now (1979)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Fight Club (1999)', 'Rank': '5', 'Rating': '3.5'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '6', 'Rating': '3.5'}, {'Movie': 'North by Northwest (1959)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': '8', 'Rating': '3.0'}, {'Movie': 'Blade Runner (1982)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Army of Darkness (1993)', 'Rank': '10', 'Rating': '3.0'}]",[4.93 4.86 4.9  4.86 4.93 4.9  4.81 4.82 4.78 4.76],[4.5 3.  3.  4.  3.  3.5 3.5 4.  3.5 4.5],[ 1  5  4  6  2  3  8  7  9 10],[ 1 10  9  3  8  5  6  4  7  2],1.333172907,1.205,10,1.205,1.333172907
74,['Action'],"[{'Movie': 'Dark Knight, The (2008)', 'Rank': 1, 'Rating': '4.69'}, {'Movie': 'Fight Club (1999)', 'Rank': 2, 'Rating': '4.66'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': 3, 'Rating': '4.55'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 4, 'Rating': '4.50'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 5, 'Rating': '4.50'}, {'Movie': 'Gladiator (2000)', 'Rank': 6, 'Rating': '4.49'}, {'Movie': 'Logan (2017)', 'Rank': 7, 'Rating': '4.44'}, {'Movie': 'Blade Runner (1982)', 'Rank': 8, 'Rating': '4.43'}, {'Movie': 'Saving Private Ryan (1998)', 'Rank': 9, 'Rating': '4.42'}, {'Movie': 'Matrix, The (1999)', 'Rank': 10, 'Rating': '4.41'}]","[{'Movie': 'Dark Knight, The (2008)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Fight Club (1999)', 'Rank': '2', 'Rating': '4.0'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Gladiator (2000)', 'Rank': '4', 'Rating': '3.5'}, {'Movie': 'Saving Private Ryan (1998)', 'Rank': '5', 'Rating': '3.5'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': '6', 'Rating': '3.0'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '7', 'Rating': '3.0'}, {'Movie': 'Blade Runner (1982)', 'Rank': '8', 'Rating': '3.0'}, {'Movie': 'Matrix, The (1999)', 'Rank': '9', 'Rating': '2.5'}, {'Movie': 'Logan (2017)', 'Rank': '10', 'Rating': '2.0'}]",[4.43 4.69 4.66 4.49 4.5  4.44 4.41 4.55 4.42 4.5 ],[3.  4.5 4.  3.5 3.  2.  2.5 3.  3.5 4. ],[ 8  1  2  6  5  7 10  3  9  4],[ 8  1  2  4  7 10  9  6  5  3],1.37285469,1.209,30,1.209,1.37285469
75,['Action'],"[{'Movie': 'Princess Bride, The (1987)', 'Rank': 1, 'Rating': '4.19'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 2, 'Rating': '4.11'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': 3, 'Rating': '4.09'}, {'Movie': 'Dark Knight, The (2008)', 'Rank': 4, 'Rating': '4.08'}, {'Movie': 'Road Warrior, The (Mad Max 2) (1981)', 'Rank': 5, 'Rating': '4.07'}, {'Movie': 'Butch Cassidy and the Sundance Kid (1969)', 'Rank': 6, 'Rating': '4.01'}, {'Movie': '3:10 to Yuma (2007)', 'Rank': 7, 'Rating': '4.01'}, {'Movie': 'Dark Knight Rises, The (2012)', 'Rank': 8, 'Rating': '4.01'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 9, 'Rating': '4.00'}, {'Movie': 'Hero (Ying xiong) (2002)', 'Rank': 10, 'Rating': '3.99'}]","[{'Movie': 'Boondock Saints, The (2000)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Dark Knight, The (2008)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'Dark Knight Rises, The (2012)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'Road Warrior, The (Mad Max 2) (1981)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Butch Cassidy and the Sundance Kid (1969)', 'Rank': '5', 'Rating': '3.8'}, {'Movie': '3:10 to Yuma (2007)', 'Rank': '6', 'Rating': '3.7'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '8', 'Rating': '3.2'}, {'Movie': 'Hero (Ying xiong) (2002)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '10', 'Rating': '2.8'}]",[4.01 4.09 4.11 4.01 4.01 4.08 4.   3.99 4.19 4.07],[3.7 4.5 2.8 3.8 4.2 4.3 3.2 3.  3.5 4. ],[ 7  3  2  6  8  4  9 10  1  5],[ 6  1 10  5  3  2  8  9  7  4],0.648845128,0.52,0,0.52,0.648845128
76,['Action'],"[{'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 1, 'Rating': '4.14'}, {'Movie': 'North by Northwest (1959)', 'Rank': 2, 'Rating': '3.99'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 3, 'Rating': '3.97'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 4, 'Rating': '3.94'}, {'Movie': 'Yojimbo (1961)', 'Rank': 5, 'Rating': '3.85'}, {'Movie': 'Kill Bill: Vol. 2 (2004)', 'Rank': 6, 'Rating': '3.84'}, {'Movie': 'Goldfinger (1964)', 'Rank': 7, 'Rating': '3.82'}, {'Movie': 'Laputa: Castle in the Sky (Tenk� no shiro Rapyuta) (1986)', 'Rank': 8, 'Rating': '3.82'}, {'Movie': 'Army of Darkness (1993)', 'Rank': 9, 'Rating': '3.81'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': 10, 'Rating': '3.81'}]","[{'Movie': 'North by Northwest (1959)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Laputa: Castle in the Sky (Tenk� no shiro Rapyuta) (1986)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Yojimbo (1961)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Kill Bill: Vol. 2 (2004)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'Goldfinger (1964)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '9', 'Rating': '3.5'}, {'Movie': 'Army of Darkness (1993)', 'Rank': '10', 'Rating': '3.5'}]",[3.81 3.81 4.14 3.82 3.97 3.84 3.82 3.99 3.94 3.85],[3.5 4.  3.5 4.  4.  4.  4.5 4.5 4.5 4. ],[ 9 10  1  7  3  6  8  2  4  5],[10  8  9  7  5  6  3  1  2  4],0.407345063,0.341,20,0.341,0.407345063
77,['Action'],"[{'Movie': 'Apocalypse Now (1979)', 'Rank': 1, 'Rating': '4.74'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 2, 'Rating': '4.73'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 3, 'Rating': '4.72'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': 4, 'Rating': '4.66'}, {'Movie': 'Yojimbo (1961)', 'Rank': 5, 'Rating': '4.65'}, {'Movie': 'Hot Fuzz (2007)', 'Rank': 6, 'Rating': '4.65'}, {'Movie': 'Blues Brothers, The (1980)', 'Rank': 7, 'Rating': '4.65'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 8, 'Rating': '4.61'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 9, 'Rating': '4.57'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': 10, 'Rating': '4.57'}]","[{'Movie': 'Princess Bride, The (1987)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '2', 'Rating': '4.0'}, {'Movie': 'Yojimbo (1961)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': '5', 'Rating': '3.5'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '6', 'Rating': '3.5'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '7', 'Rating': '3.0'}, {'Movie': 'Hot Fuzz (2007)', 'Rank': '8', 'Rating': '3.0'}, {'Movie': 'Blues Brothers, The (1980)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': '10', 'Rating': '2.5'}]",[4.74 4.65 4.57 4.61 4.66 4.72 4.73 4.65 4.57 4.65],[2.5 3.  4.  3.5 3.5 3.  4.  3.  4.5 4. ],[ 1  7 10  8  4  3  2  6  9  5],[10  9  4  6  5  7  2  8  1  3],1.314682471,1.155,10,1.155,1.314682471
78,['Action'],"[{'Movie': 'Road Warrior, The (Mad Max 2) (1981)', 'Rank': 1, 'Rating': '4.23'}, {'Movie': 'Dark Knight, The (2008)', 'Rank': 2, 'Rating': '4.21'}, {'Movie': 'Yojimbo (1961)', 'Rank': 3, 'Rating': '4.19'}, {'Movie': 'Fight Club (1999)', 'Rank': 4, 'Rating': '4.15'}, {'Movie': 'Harry Potter and the Deathly Hallows: Part 1 (2010)', 'Rank': 5, 'Rating': '4.15'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 6, 'Rating': '4.12'}, {'Movie': 'North by Northwest (1959)', 'Rank': 7, 'Rating': '4.09'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': 8, 'Rating': '4.09'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 9, 'Rating': '4.08'}, {'Movie': 'Lord of the Rings: The Return of the King, The (2003)', 'Rank': 10, 'Rating': '4.05'}]","[{'Movie': 'Dark Knight, The (2008)', 'Rank': '1', 'Rating': '4.8'}, {'Movie': 'Lord of the Rings: The Return of the King, The (2003)', 'Rank': '2', 'Rating': '4.7'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '3', 'Rating': '4.6'}, {'Movie': 'Road Warrior, The (Mad Max 2) (1981)', 'Rank': '4', 'Rating': '4.5'}, {'Movie': 'North by Northwest (1959)', 'Rank': '5', 'Rating': '4.4'}, {'Movie': 'Harry Potter and the Deathly Hallows: Part 1 (2010)', 'Rank': '6', 'Rating': '4.3'}, {'Movie': 'Yojimbo (1961)', 'Rank': '7', 'Rating': '4.2'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': '9', 'Rating': '3.8'}, {'Movie': 'Fight Club (1999)', 'Rank': '10', 'Rating': '3.5'}]",[4.09 4.21 4.15 4.12 4.15 4.05 4.09 4.08 4.23 4.19],[3.8 4.8 3.5 4.  4.3 4.7 4.4 4.6 4.5 4.2],[ 8  2  4  6  5 10  7  9  1  3],[ 9  1 10  8  6  2  5  3  4  7],0.418760075,0.356,0,0.356,0.418760075
